x,income,type,age
13720,90000,alienAge,24
13834,90000,alienAge,23
13883,90000,alienAge,25
13918,90000,alienAge,32
14160,90000,alienAge,26
14851,90000,alienAge,31
5726,89914,sponsorAge,40
13797,89914,alienAge,28
4808,89647,sponsorAge,48
12879,89647,alienAge,41
2513,89600,sponsorAge,28
10584,89600,alienAge,35
1678,89500,sponsorAge,62
9749,89500,alienAge,50
5116,89487,sponsorAge,51
13187,89487,alienAge,32
5662,89055,sponsorAge,41
13733,89055,alienAge,25
1815,89000,sponsorAge,39
4496,89000,sponsorAge,44
4649,89000,sponsorAge,51
4984,89000,sponsorAge,57
9886,89000,alienAge,29
12567,89000,alienAge,50
12720,89000,alienAge,42
13055,89000,alienAge,30
2067,88677,sponsorAge,36
10138,88677,alienAge,28
5141,88410,sponsorAge,52
13212,88410,alienAge,45
4014,88374,sponsorAge,47
12085,88374,alienAge,29
231,88172,sponsorAge,55
8302,88172,alienAge,39
4105,88050,sponsorAge,47
12176,88050,alienAge,31
311,88000,sponsorAge,59
2311,88000,sponsorAge,26
8382,88000,alienAge,44
10382,88000,alienAge,28
804,87452.97,sponsorAge,43
8875,87452.97,alienAge,27
2154,87406,sponsorAge,50
10225,87406,alienAge,31
2386,87400,sponsorAge,59
10457,87400,alienAge,34
2572,87274.03,sponsorAge,51
10643,87274.03,alienAge,22
5223,87110.55,sponsorAge,59
13294,87110.55,alienAge,37
1889,87080,sponsorAge,42
9960,87080,alienAge,26
4642,86920.75,sponsorAge,55
12713,86920.75,alienAge,35
3988,86500,sponsorAge,51
12059,86500,alienAge,27
5381,86472,sponsorAge,38
13452,86472,alienAge,24
2706,86400,sponsorAge,43
10777,86400,alienAge,26
5820,86236,sponsorAge,35
13891,86236,alienAge,32
548,86000,sponsorAge,36
1404,86000,sponsorAge,35
6099,86000,sponsorAge,29
8619,86000,alienAge,32
9475,86000,alienAge,38
14170,86000,alienAge,26
803,85924.8,sponsorAge,56
8874,85924.8,alienAge,35
3891,85800,sponsorAge,39
11962,85800,alienAge,19
4338,85690.03,sponsorAge,54
12409,85690.03,alienAge,42
2511,85671.36,sponsorAge,32
10582,85671.36,alienAge,27
4060,85500,sponsorAge,53
12131,85500,alienAge,53
4182,85299.91,sponsorAge,53
12253,85299.91,alienAge,31
6399,85120,sponsorAge,56
14470,85120,alienAge,38
3145,85047,sponsorAge,30
11216,85047,alienAge,30
1182,85000,sponsorAge,48
1303,85000,sponsorAge,64
1327,85000,sponsorAge,56
3327,85000,sponsorAge,59
3340,85000,sponsorAge,43
3381,85000,sponsorAge,38
3592,85000,sponsorAge,32
3875,85000,sponsorAge,42
4077,85000,sponsorAge,53
4309,85000,sponsorAge,52
4533,85000,sponsorAge,47
4565,85000,sponsorAge,59
4571,85000,sponsorAge,31
4662,85000,sponsorAge,37
4920,85000,sponsorAge,51
5184,85000,sponsorAge,44
5463,85000,sponsorAge,38
5708,85000,sponsorAge,35
6013,85000,sponsorAge,38
6097,85000,sponsorAge,54
6638,85000,sponsorAge,46
7343,85000,sponsorAge,54
7882,85000,sponsorAge,43
9253,85000,alienAge,21
9374,85000,alienAge,56
9398,85000,alienAge,39
11398,85000,alienAge,21
11411,85000,alienAge,30
11452,85000,alienAge,36
11663,85000,alienAge,29
11946,85000,alienAge,36
12148,85000,alienAge,25
12380,85000,alienAge,27
12604,85000,alienAge,37
12636,85000,alienAge,49
12642,85000,alienAge,20
12733,85000,alienAge,28
12991,85000,alienAge,40
13255,85000,alienAge,25
13534,85000,alienAge,35
13779,85000,alienAge,29
14084,85000,alienAge,26
14168,85000,alienAge,34
14709,85000,alienAge,23
15414,85000,alienAge,47
15953,85000,alienAge,25
4982,84302.28,sponsorAge,34
13053,84302.28,alienAge,26
6078,84076,sponsorAge,51
14149,84076,alienAge,31
52,84000,sponsorAge,25
1452,84000,sponsorAge,55
1533,84000,sponsorAge,51
4452,84000,sponsorAge,48
8123,84000,alienAge,27
9523,84000,alienAge,24
9604,84000,alienAge,31
12523,84000,alienAge,18
4583,83500,sponsorAge,53
12654,83500,alienAge,23
867,83338,sponsorAge,51
8938,83338,alienAge,20
5024,83333,sponsorAge,58
13095,83333,alienAge,39
6114,83300,sponsorAge,26
14185,83300,alienAge,20
4279,83120,sponsorAge,49
12350,83120,alienAge,35
2468,83084,sponsorAge,45
10539,83084,alienAge,33
3288,83000,sponsorAge,48
3555,83000,sponsorAge,38
4237,83000,sponsorAge,24
11359,83000,alienAge,46
11626,83000,alienAge,47
12308,83000,alienAge,25
5117,82972,sponsorAge,51
13188,82972,alienAge,28
4141,82855.62,sponsorAge,58
12212,82855.62,alienAge,31
4238,82800,sponsorAge,27
12309,82800,alienAge,24
5916,82737,sponsorAge,36
13987,82737,alienAge,31
1660,82549,sponsorAge,47
9731,82549,alienAge,27
1216,82505,sponsorAge,51
9287,82505,alienAge,35
2638,82416,sponsorAge,63
10709,82416,alienAge,50
4512,82243,sponsorAge,25
12583,82243,alienAge,19
1470,82000,sponsorAge,43
2793,82000,sponsorAge,60
3462,82000,sponsorAge,46
4736,82000,sponsorAge,29
6166,82000,sponsorAge,56
9541,82000,alienAge,30
10864,82000,alienAge,47
11533,82000,alienAge,29
12807,82000,alienAge,24
14237,82000,alienAge,30
5516,81861,sponsorAge,58
13587,81861,alienAge,44
4636,81814,sponsorAge,59
12707,81814,alienAge,45
1211,81667,sponsorAge,45
9282,81667,alienAge,24
6203,81600.48,sponsorAge,58
14274,81600.48,alienAge,54
2318,81546,sponsorAge,54
10389,81546,alienAge,24
6234,81509.55,sponsorAge,44
14305,81509.55,alienAge,40
3918,81496.91,sponsorAge,33
11989,81496.91,alienAge,23
928,81319,sponsorAge,56
8999,81319,alienAge,40
5270,80758,sponsorAge,26
13341,80758,alienAge,24
4796,80742.24,sponsorAge,45
12867,80742.24,alienAge,29
3543,80400,sponsorAge,58
11614,80400,alienAge,26
3955,80355.84,sponsorAge,40
12026,80355.84,alienAge,20
1561,80325,sponsorAge,39
9632,80325,alienAge,31
3499,80319.96,sponsorAge,57
11570,80319.96,alienAge,22
5686,80290,sponsorAge,61
13757,80290,alienAge,30
3509,80088,sponsorAge,52
11580,80088,alienAge,33
5875,80030.08,sponsorAge,25
13946,80030.08,alienAge,21
3561,80006.25,sponsorAge,60
11632,80006.25,alienAge,46
204,80000,sponsorAge,28
626,80000,sponsorAge,67
734,80000,sponsorAge,69
903,80000,sponsorAge,36
1557,80000,sponsorAge,23
1763,80000,sponsorAge,55
2210,80000,sponsorAge,36
2596,80000,sponsorAge,31
2977,80000,sponsorAge,45
3009,80000,sponsorAge,43
3282,80000,sponsorAge,65
3742,80000,sponsorAge,22
3835,80000,sponsorAge,44
4030,80000,sponsorAge,28
4088,80000,sponsorAge,59
4190,80000,sponsorAge,53
4222,80000,sponsorAge,39
4584,80000,sponsorAge,55
4859,80000,sponsorAge,46
4884,80000,sponsorAge,32
4892,80000,sponsorAge,29
4919,80000,sponsorAge,30
5405,80000,sponsorAge,29
5460,80000,sponsorAge,29
6298,80000,sponsorAge,24
6381,80000,sponsorAge,55
6950,80000,sponsorAge,29
7037,80000,sponsorAge,34
8275,80000,alienAge,24
8697,80000,alienAge,34
8805,80000,alienAge,40
8974,80000,alienAge,34
9628,80000,alienAge,35
9834,80000,alienAge,42
10281,80000,alienAge,22
10667,80000,alienAge,25
11048,80000,alienAge,33
11080,80000,alienAge,25
11353,80000,alienAge,45
11813,80000,alienAge,25
11906,80000,alienAge,22
12101,80000,alienAge,32
12159,80000,alienAge,35
12261,80000,alienAge,35
12293,80000,alienAge,26
12655,80000,alienAge,25
12930,80000,alienAge,21
12955,80000,alienAge,31
12963,80000,alienAge,27
12990,80000,alienAge,28
13476,80000,alienAge,23
13531,80000,alienAge,28
14369,80000,alienAge,18
14452,80000,alienAge,41
15021,80000,alienAge,33
15108,80000,alienAge,18
6396,79988,sponsorAge,41
14467,79988,alienAge,30
3510,79969.65,sponsorAge,55
11581,79969.65,alienAge,32
2264,79915.32,sponsorAge,48
10335,79915.32,alienAge,35
4695,79900,sponsorAge,52
12766,79900,alienAge,39
3220,79855.37,sponsorAge,42
11291,79855.37,alienAge,28
1409,79800,sponsorAge,32
9480,79800,alienAge,29
4139,79687,sponsorAge,41
12210,79687,alienAge,38
7644,79678,sponsorAge,34
15715,79678,alienAge,35
3993,79608.31,sponsorAge,27
12064,79608.31,alienAge,33
5023,79465,sponsorAge,56
13094,79465,alienAge,29
2699,79453,sponsorAge,47
10770,79453,alienAge,27
162,79151,sponsorAge,49
8233,79151,alienAge,33
6440,79040,sponsorAge,49
14511,79040,alienAge,35
5700,79006.72,sponsorAge,40
13771,79006.72,alienAge,44
1127,79000,sponsorAge,60
3796,79000,sponsorAge,52
5315,79000,sponsorAge,57
6851,79000,sponsorAge,32
9198,79000,alienAge,31
11867,79000,alienAge,44
13386,79000,alienAge,49
14922,79000,alienAge,29
512,78984,sponsorAge,53
8583,78984,alienAge,35
2226,78871,sponsorAge,55
10297,78871,alienAge,36
4976,78752,sponsorAge,38
13047,78752,alienAge,28
4718,78609,sponsorAge,43
12789,78609,alienAge,34
633,78607.1,sponsorAge,46
8704,78607.1,alienAge,28
939,78368,sponsorAge,63
940,78368,sponsorAge,63
941,78368,sponsorAge,63
942,78368,sponsorAge,63
943,78368,sponsorAge,63
9010,78368,alienAge,32
9011,78368,alienAge,32
9012,78368,alienAge,32
9013,78368,alienAge,32
9014,78368,alienAge,32
830,78262.69,sponsorAge,34
8901,78262.69,alienAge,27
564,78000,sponsorAge,45
624,78000,sponsorAge,28
1362,78000,sponsorAge,64
2259,78000,sponsorAge,35
3051,78000,sponsorAge,42
3708,78000,sponsorAge,38
5068,78000,sponsorAge,52
7775,78000,sponsorAge,39
8635,78000,alienAge,41
8695,78000,alienAge,26
9433,78000,alienAge,56
10330,78000,alienAge,33
11122,78000,alienAge,28
11779,78000,alienAge,38
13139,78000,alienAge,39
15846,78000,alienAge,25
2607,77964,sponsorAge,40
10678,77964,alienAge,29
2620,77956,sponsorAge,30
10691,77956,alienAge,22
3775,77930,sponsorAge,64
11846,77930,alienAge,45
2864,77625,sponsorAge,29
10935,77625,alienAge,32
2912,77612,sponsorAge,31
10983,77612,alienAge,35
652,77342,sponsorAge,62
8723,77342,alienAge,28
4270,77251,sponsorAge,35
12341,77251,alienAge,31
692,77240,sponsorAge,43
8763,77240,alienAge,30
2959,77160,sponsorAge,40
11030,77160,alienAge,33
5692,77141.14,sponsorAge,28
13763,77141.14,alienAge,26
5195,77037,sponsorAge,32
13266,77037,alienAge,32
5402,77000,sponsorAge,49
5629,77000,sponsorAge,57
7649,77000,sponsorAge,58
13473,77000,alienAge,38
13700,77000,alienAge,37
15720,77000,alienAge,37
5091,76544,sponsorAge,42
13162,76544,alienAge,29
4126,76500,sponsorAge,50
12197,76500,alienAge,27
3606,76467,sponsorAge,27
11677,76467,alienAge,21
326,76440,sponsorAge,53
8397,76440,alienAge,25
84,76436,sponsorAge,41
8155,76436,alienAge,33
5457,76400,sponsorAge,49
13528,76400,alienAge,36
5411,76340.6,sponsorAge,49
13482,76340.6,alienAge,29
2244,76200,sponsorAge,37
10315,76200,alienAge,30
457,76000,sponsorAge,39
1836,76000,sponsorAge,34
4937,76000,sponsorAge,24
5338,76000,sponsorAge,50
5391,76000,sponsorAge,61
8528,76000,alienAge,30
9907,76000,alienAge,30
13008,76000,alienAge,28
13409,76000,alienAge,41
13462,76000,alienAge,30
426,75990,sponsorAge,64
8497,75990,alienAge,36
4161,75985.27,sponsorAge,53
12232,75985.27,alienAge,54
2422,75984,sponsorAge,42
10493,75984,alienAge,28
3719,75753.6,sponsorAge,61
11790,75753.6,alienAge,46
6634,75662,sponsorAge,35
14705,75662,alienAge,29
5740,75613.02,sponsorAge,57
13811,75613.02,alienAge,40
5902,75400,sponsorAge,51
13973,75400,alienAge,26
3117,75365,sponsorAge,50
11188,75365,alienAge,32
6353,75232,sponsorAge,47
14424,75232,alienAge,45
6283,75130,sponsorAge,36
14354,75130,alienAge,25
4379,75126,sponsorAge,40
12450,75126,alienAge,25
48,75000,sponsorAge,59
654,75000,sponsorAge,56
796,75000,sponsorAge,38
1227,75000,sponsorAge,39
1414,75000,sponsorAge,35
1777,75000,sponsorAge,33
1937,75000,sponsorAge,61
1938,75000,sponsorAge,61
2432,75000,sponsorAge,43
2478,75000,sponsorAge,38
2504,75000,sponsorAge,46
2859,75000,sponsorAge,48
2961,75000,sponsorAge,45
3518,75000,sponsorAge,59
3540,75000,sponsorAge,34
3595,75000,sponsorAge,31
3654,75000,sponsorAge,54
3904,75000,sponsorAge,40
4104,75000,sponsorAge,25
4731,75000,sponsorAge,46
5092,75000,sponsorAge,52
5651,75000,sponsorAge,50
5730,75000,sponsorAge,43
6229,75000,sponsorAge,31
6433,75000,sponsorAge,22
7554,75000,sponsorAge,46
7597,75000,sponsorAge,59
7634,75000,sponsorAge,59
8119,75000,alienAge,28
8725,75000,alienAge,43
8867,75000,alienAge,36
9298,75000,alienAge,22
9485,75000,alienAge,28
9848,75000,alienAge,24
10008,75000,alienAge,23
10009,75000,alienAge,23
10503,75000,alienAge,30
10549,75000,alienAge,20
10575,75000,alienAge,36
10930,75000,alienAge,33
11032,75000,alienAge,24
11589,75000,alienAge,31
11611,75000,alienAge,27
11666,75000,alienAge,31
11725,75000,alienAge,25
11975,75000,alienAge,35
12175,75000,alienAge,25
12802,75000,alienAge,35
13163,75000,alienAge,37
13722,75000,alienAge,39
13801,75000,alienAge,41
14300,75000,alienAge,31
14504,75000,alienAge,22
15625,75000,alienAge,42
15668,75000,alienAge,41
15705,75000,alienAge,30
1568,74880,sponsorAge,67
9639,74880,alienAge,53
7041,74850,sponsorAge,29
15112,74850,alienAge,26
2263,74750,sponsorAge,51
10334,74750,alienAge,27
3102,74612.43,sponsorAge,46
11173,74612.43,alienAge,23
4686,74515.58,sponsorAge,40
12757,74515.58,alienAge,29
1377,74500,sponsorAge,36
9448,74500,alienAge,24
4909,74491,sponsorAge,50
12980,74491,alienAge,31
2456,74400,sponsorAge,83
10527,74400,alienAge,55
1500,74271,sponsorAge,30
9571,74271,alienAge,26
287,74000,sponsorAge,36
3208,74000,sponsorAge,47
5299,74000,sponsorAge,35
6569,74000,sponsorAge,39
7194,74000,sponsorAge,49
8358,74000,alienAge,25
11279,74000,alienAge,33
13370,74000,alienAge,35
14640,74000,alienAge,21
15265,74000,alienAge,23
2825,73962,sponsorAge,49
10896,73962,alienAge,28
4485,73902.4,sponsorAge,47
12556,73902.4,alienAge,32
1366,73842,sponsorAge,52
9437,73842,alienAge,28
5037,73764.87,sponsorAge,38
13108,73764.87,alienAge,24
4657,73761.72,sponsorAge,40
12728,73761.72,alienAge,29
4856,73645,sponsorAge,58
12927,73645,alienAge,52
1550,73352,sponsorAge,44
2549,73352,sponsorAge,36
9621,73352,alienAge,38
10620,73352,alienAge,32
5938,73303,sponsorAge,32
14009,73303,alienAge,35
1250,73000,sponsorAge,44
1757,73000,sponsorAge,58
4108,73000,sponsorAge,51
9321,73000,alienAge,19
9828,73000,alienAge,24
12179,73000,alienAge,22
4078,72928,sponsorAge,37
12149,72928,alienAge,22
1014,72835,sponsorAge,44
9085,72835,alienAge,34
2599,72600,sponsorAge,50
10670,72600,alienAge,30
4935,72500,sponsorAge,25
13006,72500,alienAge,26
3601,72342.4,sponsorAge,46
11672,72342.4,alienAge,24
5017,72180.91,sponsorAge,47
13088,72180.91,alienAge,25
5076,72171.4,sponsorAge,45
13147,72171.4,alienAge,35
4874,72123,sponsorAge,37
12945,72123,alienAge,36
5905,72050,sponsorAge,50
13976,72050,alienAge,23
836,72000,sponsorAge,26
1488,72000,sponsorAge,50
2030,72000,sponsorAge,31
2160,72000,sponsorAge,41
2993,72000,sponsorAge,34
3189,72000,sponsorAge,30
3196,72000,sponsorAge,48
3981,72000,sponsorAge,39
3982,72000,sponsorAge,39
5237,72000,sponsorAge,24
5312,72000,sponsorAge,66
5942,72000,sponsorAge,30
6749,72000,sponsorAge,54
7179,72000,sponsorAge,25
8907,72000,alienAge,25
9559,72000,alienAge,45
10101,72000,alienAge,31
10231,72000,alienAge,34
11064,72000,alienAge,36
11260,72000,alienAge,30
11267,72000,alienAge,43
12052,72000,alienAge,35
12053,72000,alienAge,35
13308,72000,alienAge,24
13383,72000,alienAge,30
14013,72000,alienAge,22
14820,72000,alienAge,31
15250,72000,alienAge,21
2174,71841,sponsorAge,43
10245,71841,alienAge,35
2022,71750,sponsorAge,31
10093,71750,alienAge,26
2483,71724,sponsorAge,29
10554,71724,alienAge,26
2590,71628.9,sponsorAge,57
10661,71628.9,alienAge,21
2004,71609.08,sponsorAge,53
10075,71609.08,alienAge,50
4717,71568,sponsorAge,55
12788,71568,alienAge,38
5554,71148,sponsorAge,31
13625,71148,alienAge,36
3457,71041,sponsorAge,27
11528,71041,alienAge,34
212,71000,sponsorAge,34
1515,71000,sponsorAge,39
6477,71000,sponsorAge,39
8283,71000,alienAge,24
9586,71000,alienAge,33
14548,71000,alienAge,22
4971,70947.5,sponsorAge,44
13042,70947.5,alienAge,39
4417,70865,sponsorAge,47
12488,70865,alienAge,29
4252,70795,sponsorAge,45
12323,70795,alienAge,27
5337,70720,sponsorAge,27
13408,70720,alienAge,28
5322,70708,sponsorAge,70
13393,70708,alienAge,63
4423,70703.57,sponsorAge,34
12494,70703.57,alienAge,25
1071,70386,sponsorAge,51
9142,70386,alienAge,42
411,70000,sponsorAge,43
500,70000,sponsorAge,28
573,70000,sponsorAge,50
909,70000,sponsorAge,53
1066,70000,sponsorAge,38
1108,70000,sponsorAge,29
1156,70000,sponsorAge,45
1300,70000,sponsorAge,58
1427,70000,sponsorAge,43
1485,70000,sponsorAge,62
1540,70000,sponsorAge,62
1541,70000,sponsorAge,38
1595,70000,sponsorAge,62
1636,70000,sponsorAge,34
2047,70000,sponsorAge,27
2260,70000,sponsorAge,54
2290,70000,sponsorAge,58
2430,70000,sponsorAge,60
2639,70000,sponsorAge,52
2810,70000,sponsorAge,37
3279,70000,sponsorAge,66
3281,70000,sponsorAge,26
3297,70000,sponsorAge,39
3609,70000,sponsorAge,29
3689,70000,sponsorAge,45
4311,70000,sponsorAge,29
4469,70000,sponsorAge,36
4553,70000,sponsorAge,47
4794,70000,sponsorAge,61
4795,70000,sponsorAge,54
5181,70000,sponsorAge,53
5565,70000,sponsorAge,70
5878,70000,sponsorAge,46
5937,70000,sponsorAge,54
6136,70000,sponsorAge,51
6252,70000,sponsorAge,50
8482,70000,alienAge,30
8571,70000,alienAge,21
8644,70000,alienAge,53
8980,70000,alienAge,31
9137,70000,alienAge,20
9179,70000,alienAge,28
9227,70000,alienAge,27
9371,70000,alienAge,20
9498,70000,alienAge,19
9556,70000,alienAge,36
9611,70000,alienAge,48
9612,70000,alienAge,20
9666,70000,alienAge,23
9707,70000,alienAge,31
10118,70000,alienAge,23
10331,70000,alienAge,33
10361,70000,alienAge,50
10501,70000,alienAge,55
10710,70000,alienAge,26
10881,70000,alienAge,30
11350,70000,alienAge,19
11352,70000,alienAge,28
11368,70000,alienAge,18
11680,70000,alienAge,27
11760,70000,alienAge,30
12382,70000,alienAge,22
12540,70000,alienAge,36
12624,70000,alienAge,38
12865,70000,alienAge,28
12866,70000,alienAge,43
13252,70000,alienAge,36
13636,70000,alienAge,33
13949,70000,alienAge,36
14008,70000,alienAge,46
14207,70000,alienAge,33
14323,70000,alienAge,31
1184,69910,sponsorAge,53
9255,69910,alienAge,33
5597,69907,sponsorAge,46
13668,69907,alienAge,39
1583,69786,sponsorAge,42
9654,69786,alienAge,24
5903,69764,sponsorAge,52
13974,69764,alienAge,26
5753,69724.26,sponsorAge,36
13824,69724.26,alienAge,33
5969,69643,sponsorAge,36
14040,69643,alienAge,35
6021,69608,sponsorAge,55
14092,69608,alienAge,40
3575,69603,sponsorAge,66
11646,69603,alienAge,26
3851,69600,sponsorAge,35
11922,69600,alienAge,42
4489,69480,sponsorAge,48
12560,69480,alienAge,31
5968,69391,sponsorAge,66
14039,69391,alienAge,43
5317,69368,sponsorAge,31
13388,69368,alienAge,27
2077,69365,sponsorAge,60
10148,69365,alienAge,39
1277,69272,sponsorAge,43
9348,69272,alienAge,23
5006,69097.6,sponsorAge,60
13077,69097.6,alienAge,31
2448,69063,sponsorAge,45
10519,69063,alienAge,35
4047,69048,sponsorAge,29
12118,69048,alienAge,32
1807,69000,sponsorAge,39
2705,69000,sponsorAge,49
4739,69000,sponsorAge,23
5287,69000,sponsorAge,59
9878,69000,alienAge,19
10776,69000,alienAge,27
12810,69000,alienAge,23
13358,69000,alienAge,30
5054,68878.9,sponsorAge,40
13125,68878.9,alienAge,39
2857,68875,sponsorAge,57
10928,68875,alienAge,26
3871,68861.53,sponsorAge,38
11942,68861.53,alienAge,33
3041,68831.24,sponsorAge,34
11112,68831.24,alienAge,29
2791,68748,sponsorAge,51
10862,68748,alienAge,28
5021,68718,sponsorAge,56
13092,68718,alienAge,23
3371,68716,sponsorAge,44
11442,68716,alienAge,48
5105,68680,sponsorAge,48
13176,68680,alienAge,40
4917,68584,sponsorAge,26
12988,68584,alienAge,26
1486,68564,sponsorAge,59
9557,68564,alienAge,24
5576,68559.04,sponsorAge,49
13647,68559.04,alienAge,29
5864,68549,sponsorAge,33
